141,140,45.7974177019249;46.9721655352321;44.271287416998;47.0595162136105;50.8104485183984;50.8437216305527;43.2767672326941;50.7234825797693;51.3547282941373;41.5896037281219;51.3612715625117;41.3830277854889;57.7804560186493;57.5022125753026;52.6046832790303;52.9302978356361;56.5169143534046;49.2360339280386;49.6938046729666;53.7703227285754;55.8769535066453;54.9227551504237;54.8904668202281;53.965394275027
140,141,45.9390300015598;47.1174103266212;44.4081806990542;47.205031106046;50.9675618409661;51.0009378384393;43.410585313191;50.8803269909622;51.5135246092088;41.7182048528223;51.520088110324;41.5109901472251;57.9591216216754;57.6800178089924;52.7673446373452;53.0939660416832;56.6916729011888;49.3882789309082;49.8474651697909;53.9365884141925;56.0497332020894;55.0925843252859;55.0601961548609;54.1322631503363
140,94,45.7974177019249;46.9721655352321;44.271287416998;47.0595162136105;50.8104485183984;50.8437216305527;43.2767672326941;50.7234825797693;51.3547282941373;41.5896037281219;51.3612715625117;41.3830277854889;57.7804560186493;57.5022125753026;52.6046832790303;52.9302978356361;56.5169143534046;49.2360339280386;49.6938046729666;53.7703227285754;55.8769535066453;54.9227551504237;54.8904668202281;53.965394275027
94,140,45.9390300015598;47.1174103266212;44.4081806990542;47.205031106046;50.9675618409661;51.0009378384393;43.410585313191;50.8803269909622;51.5135246092088;41.7182048528223;51.520088110324;41.5109901472251;57.9591216216754;57.6800178089924;52.7673446373452;53.0939660416832;56.6916729011888;49.3882789309082;49.8474651697909;53.9365884141925;56.0497332020894;55.0925843252859;55.0601961548609;54.1322631503363
94,93,46.3780281304279;47.5676691799274;44.8325498734287;47.6561272725957;51.4546131409261;51.488308082888;43.8254213627313;51.36654466566;52.0057931859306;42.1168683393937;52.0124194085423;41.9076734686073;58.5129849910564;58.231214033431;53.2715948481213;53.6013374804293;57.2334243993198;49.8602384398041;50.3238127099461;54.4520120396055;56.5853502579664;55.6190547673586;55.5863570922224;54.6495566637952
93,94,46.3978538523768;47.5880034507219;44.8517149329165;47.6764993575367;51.4766090060855;51.5103183519922;43.8441558940009;51.388502883227;52.0280246700406;42.1348724968517;52.034653725236;41.9255881992504;58.53799817548;58.2561067661476;53.2943674382854;53.6242510292758;57.2578905960095;49.8815527402058;50.3453251795015;54.4752892355919;56.6095394153285;55.6428308518393;55.6101191990709;54.6729183063385
93,47,46.3780281304279;47.5676691799274;44.8325498734287;47.6561272725957;51.4546131409261;51.488308082888;43.8254213627313;51.36654466566;52.0057931859306;42.1168683393937;52.0124194085423;41.9076734686073;58.5129849910564;58.231214033431;53.2715948481213;53.6013374804293;57.2334243993198;49.8602384398041;50.3238127099461;54.4520120396055;56.5853502579664;55.6190547673586;55.5863570922224;54.6495566637952
47,93,46.3978538523768;47.5880034507219;44.8517149329165;47.6764993575367;51.4766090060855;51.5103183519922;43.8441558940009;51.388502883227;52.0280246700406;42.1348724968517;52.034653725236;41.9255881992504;58.53799817548;58.2561067661476;53.2943674382854;53.6242510292758;57.2578905960095;49.8815527402058;50.3453251795015;54.4752892355919;56.6095394153285;55.6428308518393;55.6101191990709;54.6729183063385
47,46,45.9673524614868;47.146459284899;44.4355593554655;47.234134084533;50.9989845054797;51.0323810800167;43.4373489292904;50.9116958732008;51.5452838722231;41.7439250777624;51.5518514198865;41.5365826195723;57.9948547422806;57.7155788557304;52.7998769090082;53.1266996828926;56.7266246107456;49.4187279314821;49.8781972691557;53.9698415513159;56.0842891411783;55.1265501602583;55.0941420217874;54.1656369253982
46,47,45.9985071674064;47.1784131390046;44.4656758775179;47.2661473608688;51.0335494364446;51.0669686457517;43.4667889069997;50.9462016436632;51.5802190615389;41.7722173251965;51.5867910604052;41.5647343391543;58.0341611749464;57.7546960071422;52.8356624078375;53.162706688223;56.7650714912582;49.4522218321134;49.9120025784571;54.0064200021517;56.122300674176;55.163912578728;55.1314824754066;54.2023480779662
